OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount
74,2737,1,2022-06-15,1,129.99,129.99
75,663,8,2021-08-11,1,99.99,99.99
76,2692,7,2022-09-22,3,89.99,269.96999999999997
77,2259,5,2020-04-23,2,249.99,499.98
78,38,6,2020-10-27,2,149.99,299.98
80,504,8,2021-11-23,3,99.99,299.96999999999997
81,649,1,2020-10-19,2,129.99,259.98
83,579,8,2022-02-22,3,99.99,299.96999999999997
84,228,2,2021-11-24,2,199.99,399.98
85,3321,2,2020-08-10,1,199.99,199.99
86,3112,1,2020-10-05,1,129.99,129.99
87,2227,2,2021-11-28,2,199.99,399.98
88,1474,7,2021-11-23,1,89.99,89.99
89,3328,3,2020-10-30,1,179.99,179.99
90,1088,4,2022-07-19,3,39.99,119.97
91,1300,6,2021-12-11,3,149.99,449.97
92,3628,1,2022-02-06,3,129.99,389.97
94,3474,1,2021-01-20,1,129.99,129.99
95,1502,1,2021-07-24,2,129.99,259.98
96,3039,2,2022-10-15,2,199.99,399.98
97,2255,7,2022-06-21,2,89.99,179.98
98,2320,3,2020-10-16,1,179.99,179.99
99,535,8,2021-05-25,1,99.99,99.99
100,663,3,2021-12-13,2,179.99,359.98
101,3655,3,2022-07-31,3,179.99,539.97
102,3211,7,2022-10-11,3,89.99,269.96999999999997
103,1589,2,2022-12-07,3,199.99,599.97
104,3513,8,2023-02-13,3,99.99,299.96999999999997
105,2598,5,2022-01-02,2,249.99,499.98
106,1796,8,2022-04-21,1,99.99,99.99
109,2575,4,2020-10-12,3,39.99,119.97
110,1825,4,2021-12-06,3,39.99,119.97
111,2246,2,2021-10-27,1,199.99,199.99
112,3440,8,2021-11-09,1,99.99,99.99
113,3576,4,2020-12-01,1,39.99,39.99
114,1119,4,2022-05-14,2,39.99,79.98
115,1924,7,2022-05-03,1,89.99,89.99
116,660,8,2023-02-27,1,99.99,99.99
117,3426,6,2021-07-03,2,149.99,299.98
118,3009,8,2020-06-09,3,99.99,299.96999999999997
119,122,2,2020-12-02,1,199.99,199.99
120,3385,4,2020-07-07,2,39.99,79.98
121,414,8,2021-10-18,3,99.99,299.96999999999997
122,3216,4,2022-05-13,2,39.99,79.98
123,2451,4,2020-10-23,1,39.99,39.99
124,3561,5,2021-02-15,2,249.99,499.98
125,3076,3,2020-08-13,3,179.99,539.97
126,793,2,2020-11-16,1,199.99,199.99
127,1841,8,2021-08-14,1,99.99,99.99
128,2953,2,2020-11-16,1,199.99,199.99
129,3321,1,2021-05-30,2,129.99,259.98
130,3430,3,2021-01-04,2,179.99,359.98
131,3777,1,2021-02-10,2,129.99,259.98
132,699,8,2021-09-11,2,99.99,199.98
133,3517,5,2020-11-22,1,249.99,249.99
134,2151,2,2021-09-13,2,199.99,399.98
135,1129,7,2021-11-28,1,89.99,89.99
138,999,6,2022-06-19,1,149.99,149.99
139,2164,1,2021-08-12,3,129.99,389.97
140,1924,7,2022-06-21,3,89.99,269.96999999999997
141,2446,7,2022-11-19,1,89.99,89.99
142,2004,7,2021-07-24,1,89.99,89.99
143,3191,5,2022-10-20,3,249.99,749.97
144,2604,7,2021-11-28,1,89.99,89.99
145,1797,1,2020-07-07,3,129.99,389.97
146,2488,2,2022-03-05,1,199.99,199.99
147,3985,2,2021-01-05,1,199.99,199.99
148,3950,1,2020-09-15,3,129.99,389.97
149,3541,2,2021-10-15,3,199.99,599.97
150,1862,2,2020-06-27,2,199.99,399.98
151,2885,7,2021-09-10,2,89.99,179.98
152,224,7,2020-11-20,1,89.99,89.99
154,1278,5,2022-11-29,2,249.99,499.98
155,325,4,2021-10-12,2,39.99,79.98
156,136,5,2021-03-20,3,249.99,749.97
157,1053,5,2021-08-27,3,249.99,749.97
158,3232,1,2021-02-04,1,129.99,129.99
160,1331,8,2021-01-18,3,99.99,299.96999999999997
161,1802,5,2020-10-02,3,249.99,749.97
162,2360,4,2022-06-10,1,39.99,39.99
163,268,6,2021-05-28,3,149.99,449.97
164,2303,2,2021-10-30,1,199.99,199.99
165,879,3,2022-01-03,2,179.99,359.98
167,790,8,2021-08-25,2,99.99,199.98
168,3658,6,2022-11-08,1,149.99,149.99
169,2013,5,2022-11-25,1,249.99,249.99
170,883,1,2021-03-24,3,129.99,389.97
171,2006,6,2021-06-22,2,149.99,299.98
173,3810,8,2020-11-19,1,99.99,99.99
174,2199,1,2021-04-12,1,129.99,129.99
175,2659,5,2020-11-19,1,249.99,249.99
176,3659,3,2020-10-15,1,179.99,179.99
177,62,2,2020-10-09,1,199.99,199.99
178,3240,5,2020-04-11,3,249.99,749.97
179,492,8,2022-10-27,3,99.99,299.96999999999997
181,3257,6,2020-11-15,2,149.99,299.98
182,3037,1,2022-09-16,2,129.99,259.98
183,3678,5,2021-05-26,3,249.99,749.97
184,1807,6,2021-05-07,3,149.99,449.97
185,2995,8,2021-03-18,1,99.99,99.99
187,886,1,2021-06-05,1,129.99,129.99
188,3710,7,2023-03-21,1,89.99,89.99
189,649,3,2022-12-22,2,179.99,359.98
191,851,7,2021-06-11,2,89.99,179.98
192,2868,4,2020-05-19,3,39.99,119.97
193,1696,7,2022-07-16,3,89.99,269.96999999999997
194,3690,2,2022-04-25,2,199.99,399.98
195,3373,8,2022-06-05,3,99.99,299.96999999999997
196,2661,3,2021-03-12,2,179.99,359.98
197,3965,6,2021-05-18,2,149.99,299.98
198,448,7,2023-03-16,3,89.99,269.96999999999997
199,672,5,2021-01-31,2,249.99,499.98
200,2307,4,2023-02-22,1,39.99,39.99
201,2508,6,2022-12-13,3,149.99,449.97
202,3315,8,2022-03-25,3,99.99,299.96999999999997
203,175,6,2022-04-19,2,149.99,299.98
204,3091,2,2022-10-07,1,199.99,199.99
205,531,3,2022-07-25,2,179.99,359.98
206,2793,3,2020-11-21,3,179.99,539.97
207,1947,5,2023-03-07,3,249.99,749.97
208,3438,3,2021-07-16,2,179.99,359.98
209,626,8,2020-06-10,2,99.99,199.98
210,3662,5,2020-11-17,1,249.99,249.99
211,3019,8,2020-08-29,1,99.99,99.99
213,2379,1,2022-01-24,2,129.99,259.98
214,3904,6,2022-07-04,3,149.99,449.97
215,3110,1,2020-11-15,1,129.99,129.99
216,788,5,2021-03-21,1,249.99,249.99
218,1793,3,2021-03-04,1,179.99,179.99
219,1997,5,2022-05-05,1,249.99,249.99
220,1974,4,2022-11-24,2,39.99,79.98
221,2781,2,2022-08-28,2,199.99,399.98
222,1150,4,2023-02-23,1,39.99,39.99
223,63,6,2022-06-13,1,149.99,149.99
224,205,7,2020-08-04,2,89.99,179.98
225,2887,2,2022-05-21,2,199.99,399.98
226,3323,5,2020-09-17,3,249.99,749.97
230,3181,4,2023-02-22,2,39.99,79.98
231,1646,5,2022-08-29,3,249.99,749.97
232,3454,8,2021-11-16,3,99.99,299.96999999999997
233,217,3,2020-11-20,2,179.99,359.98
234,795,7,2021-07-27,1,89.99,89.99
235,3850,3,2020-12-09,3,179.99,539.97
236,2232,8,2021-12-26,3,99.99,299.96999999999997
237,2262,6,2021-09-17,3,149.99,449.97
238,3435,6,2022-03-21,2,149.99,299.98
239,2954,6,2022-06-16,2,149.99,299.98
241,2477,8,2022-02-06,1,99.99,99.99
242,1478,1,2021-03-04,2,129.99,259.98
243,228,2,2023-02-20,1,199.99,199.99
244,416,5,2021-08-30,1,249.99,249.99
245,544,6,2021-10-14,1,149.99,149.99
246,203,5,2022-05-23,1,249.99,249.99
247,2106,7,2022-04-06,1,89.99,89.99
248,963,7,2022-03-03,3,89.99,269.96999999999997
249,3982,1,2021-06-13,2,129.99,259.98
250,2098,8,2021-09-21,1,99.99,99.99
251,1956,2,2020-10-16,1,199.99,199.99
252,2647,5,2022-01-08,3,249.99,749.97
253,66,2,2021-02-26,2,199.99,399.98
254,2251,2,2023-03-27,2,199.99,399.98
255,827,6,2021-07-11,1,149.99,149.99
256,1343,2,2022-05-21,3,199.99,599.97
257,2763,1,2022-06-21,3,129.99,389.97
258,905,4,2022-07-08,3,39.99,119.97
259,220,3,2020-11-10,3,179.99,539.97
260,334,8,2021-01-29,1,99.99,99.99
261,1164,4,2022-05-08,3,39.99,119.97
262,3759,3,2022-11-30,2,179.99,359.98
263,3584,1,2020-11-18,2,129.99,259.98
264,1074,4,2021-08-02,1,39.99,39.99
265,66,2,2021-07-27,1,199.99,199.99
266,2771,3,2021-07-03,3,179.99,539.97
267,308,2,2021-01-14,3,199.99,599.97
268,999,2,2020-10-17,1,199.99,199.99
269,3702,4,2022-12-20,1,39.99,39.99
270,3301,8,2021-08-14,2,99.99,199.98
271,3202,1,2021-02-09,1,129.99,129.99
272,3175,5,2021-08-21,2,249.99,499.98
275,1908,2,2022-03-25,2,199.99,399.98
276,2667,3,2022-06-27,3,179.99,539.97
277,3452,1,2023-02-20,1,129.99,129.99
278,772,4,2022-08-14,1,39.99,39.99
279,3822,4,2021-01-15,2,39.99,79.98
280,2097,8,2022-08-08,2,99.99,199.98
281,563,5,2020-05-10,3,249.99,749.97
282,3194,8,2021-08-28,2,99.99,199.98
283,3673,5,2020-06-11,2,249.99,499.98
284,1354,2,2021-04-23,2,199.99,399.98
285,2068,7,2021-04-27,2,89.99,179.98
286,1730,3,2021-09-05,1,179.99,179.99
287,3935,5,2021-10-20,2,249.99,499.98
288,249,2,2021-03-24,3,199.99,599.97
289,1890,7,2022-08-09,1,89.99,89.99
290,1101,5,2022-06-29,1,249.99,249.99
291,1812,8,2021-01-16,1,99.99,99.99
292,2375,6,2022-06-03,1,149.99,149.99
293,1735,8,2022-04-03,3,99.99,299.96999999999997
294,590,8,2020-12-03,2,99.99,199.98
295,1994,1,2020-04-12,1,129.99,129.99
296,1653,4,2021-05-12,2,39.99,79.98
297,1653,7,2022-02-15,3,89.99,269.96999999999997
298,2660,2,2021-12-08,1,199.99,199.99
299,1416,3,2022-04-05,2,179.99,359.98
300,667,6,2022-02-05,2,149.99,299.98
301,2261,3,2021-11-11,2,179.99,359.98
302,1973,5,2021-11-10,2,249.99,499.98
304,3687,8,2022-07-06,3,99.99,299.96999999999997
305,3041,3,2020-10-17,3,179.99,539.97
306,1961,5,2022-07-19,1,249.99,249.99
307,2842,6,2022-07-28,3,149.99,449.97
308,955,6,2022-05-10,3,149.99,449.97
309,1277,7,2021-07-09,1,89.99,89.99
310,854,1,2021-08-12,1,129.99,129.99
311,3171,3,2023-03-18,1,179.99,179.99
312,3524,2,2022-05-18,2,199.99,399.98
313,149,8,2022-02-23,2,99.99,199.98
316,1378,7,2020-10-18,2,89.99,179.98
319,2943,2,2022-04-05,2,199.99,399.98
320,1009,6,2021-07-31,3,149.99,449.97
321,716,1,2021-02-17,1,129.99,129.99
324,2690,4,2021-03-01,1,39.99,39.99
325,3389,5,2021-11-27,2,249.99,499.98
326,2456,8,2022-08-11,3,99.99,299.96999999999997
327,2861,5,2021-10-12,1,249.99,249.99
328,1932,4,2022-10-26,3,39.99,119.97
329,3836,4,2021-01-20,1,39.99,39.99
331,442,2,2021-10-29,1,199.99,199.99
332,1208,1,2020-10-29,1,129.99,129.99
333,1579,1,2021-12-07,2,129.99,259.98
334,3423,7,2020-10-17,3,89.99,269.96999999999997
335,828,2,2020-08-27,2,199.99,399.98
337,2531,8,2023-01-13,3,99.99,299.96999999999997
339,1823,7,2022-04-17,1,89.99,89.99
340,2236,2,2021-07-04,1,199.99,199.99
341,1772,5,2020-08-06,1,249.99,249.99
342,2521,4,2021-05-05,1,39.99,39.99
343,3631,6,2021-05-15,1,149.99,149.99
344,1131,4,2021-03-08,2,39.99,79.98
347,3511,2,2020-10-07,3,199.99,599.97
349,2112,5,2021-11-24,2,249.99,499.98
351,2447,2,2021-06-05,3,199.99,599.97
352,2117,8,2021-06-19,2,99.99,199.98
353,2886,1,2021-10-05,1,129.99,129.99
354,1672,6,2020-11-08,2,149.99,299.98
355,1156,5,2022-10-05,1,249.99,249.99
356,3787,1,2022-10-16,1,129.99,129.99
357,1563,6,2021-11-15,3,149.99,449.97
358,2538,1,2021-07-20,1,129.99,129.99
359,137,8,2021-09-30,1,99.99,99.99
360,3563,1,2022-03-18,2,129.99,259.98
361,2821,2,2021-07-29,2,199.99,399.98
362,1394,2,2021-05-27,3,199.99,599.97
363,931,8,2021-02-13,1,99.99,99.99
364,458,5,2021-02-26,3,249.99,749.97
365,3655,1,2020-07-17,1,129.99,129.99
366,2318,4,2022-10-12,3,39.99,119.97
368,1573,4,2022-04-14,1,39.99,39.99
370,1480,4,2020-10-08,3,39.99,119.97
371,2284,7,2023-02-26,3,89.99,269.96999999999997
372,350,1,2021-10-16,3,129.99,389.97
373,147,8,2021-03-19,1,99.99,99.99
374,3225,7,2021-03-19,2,89.99,179.98
375,258,3,2021-04-13,2,179.99,359.98
376,2138,7,2021-06-04,3,89.99,269.96999999999997
377,3857,3,2022-09-19,1,179.99,179.99
378,3412,8,2022-03-02,1,99.99,99.99
379,1665,6,2020-12-12,2,149.99,299.98
380,1460,4,2022-11-23,2,39.99,79.98
381,3495,1,2022-02-01,1,129.99,129.99
382,55,4,2022-11-12,1,39.99,39.99
383,2854,4,2022-03-28,2,39.99,79.98
385,3266,4,2020-08-22,1,39.99,39.99
386,2983,3,2020-05-10,2,179.99,359.98
387,2964,1,2020-06-11,2,129.99,259.98
388,1232,4,2021-02-15,2,39.99,79.98
389,2656,3,2022-12-10,3,179.99,539.97
390,792,2,2021-07-14,3,199.99,599.97
391,1121,2,2021-03-18,1,199.99,199.99
392,3561,5,2021-07-02,3,249.99,749.97
393,2028,4,2021-07-13,2,39.99,79.98
394,2698,6,2022-10-19,1,149.99,149.99
396,2056,5,2022-05-12,3,249.99,749.97
397,2423,4,2021-10-18,3,39.99,119.97
398,3262,5,2022-07-23,2,249.99,499.98
399,3066,2,2023-03-25,1,199.99,199.99
400,2793,7,2021-10-05,3,89.99,269.96999999999997
401,3713,8,2022-08-05,2,99.99,199.98
402,2312,2,2022-01-03,1,199.99,199.99
403,2622,3,2022-11-30,3,179.99,539.97
404,3202,4,2020-07-16,1,39.99,39.99
405,1474,3,2022-07-04,1,179.99,179.99
406,2835,4,2022-06-23,3,39.99,119.97
407,70,8,2022-05-27,3,99.99,299.96999999999997
408,377,8,2020-08-22,1,99.99,99.99
409,3508,1,2022-04-10,2,129.99,259.98
410,1338,5,2022-06-04,3,249.99,749.97
411,311,7,2021-12-18,2,89.99,179.98
412,119,2,2020-06-23,1,199.99,199.99
413,3651,7,2020-10-21,2,89.99,179.98
414,179,1,2020-09-27,2,129.99,259.98
415,737,1,2021-10-22,1,129.99,129.99
416,1712,4,2022-09-07,2,39.99,79.98
417,2543,3,2022-10-05,3,179.99,539.97
418,2791,1,2020-11-25,3,129.99,389.97
419,1954,5,2022-05-16,1,249.99,249.99
421,3727,6,2021-05-02,2,149.99,299.98
422,3043,4,2021-03-04,1,39.99,39.99
423,2759,6,2022-03-10,3,149.99,449.97
424,151,7,2022-02-09,2,89.99,179.98
425,3401,1,2021-03-08,1,129.99,129.99
426,3508,7,2022-06-09,3,89.99,269.96999999999997
427,185,5,2020-10-16,3,249.99,749.97
428,494,8,2022-05-03,2,99.99,199.98
429,3306,5,2021-06-23,1,249.99,249.99
430,767,7,2022-09-24,2,89.99,179.98
432,233,5,2021-02-22,3,249.99,749.97
433,3393,5,2021-02-28,1,249.99,249.99
434,316,4,2020-09-30,3,39.99,119.97
435,1294,7,2020-12-05,1,89.99,89.99
436,1465,5,2020-12-17,2,249.99,499.98
437,75,5,2021-01-15,3,249.99,749.97
438,672,5,2021-03-22,3,249.99,749.97
439,1461,1,2022-10-23,1,129.99,129.99
440,3199,6,2021-08-13,2,149.99,299.98
441,3661,3,2021-05-16,2,179.99,359.98
442,1482,8,2022-08-13,1,99.99,99.99
444,693,6,2022-02-11,2,149.99,299.98
445,964,4,2020-04-22,2,39.99,79.98
446,1543,2,2021-06-25,2,199.99,399.98
447,110,6,2022-03-01,1,149.99,149.99
448,2424,8,2021-02-16,1,99.99,99.99
449,3049,5,2023-03-02,2,249.99,499.98
450,313,8,2020-09-30,1,99.99,99.99
451,3845,3,2021-07-29,1,179.99,179.99
452,961,1,2022-06-26,1,129.99,129.99
453,2826,2,2021-03-06,3,199.99,599.97
454,2514,1,2021-12-07,1,129.99,129.99
455,231,8,2022-08-12,3,99.99,299.96999999999997
456,993,6,2022-03-21,1,149.99,149.99
457,1732,4,2021-07-26,1,39.99,39.99
458,1714,5,2022-03-16,2,249.99,499.98
459,1599,1,2022-04-03,3,129.99,389.97
460,3350,6,2022-05-12,3,149.99,449.97
461,3265,1,2021-05-03,3,129.99,389.97
462,1777,4,2020-04-10,2,39.99,79.98
463,450,8,2022-03-15,1,99.99,99.99
464,3178,2,2020-04-28,1,199.99,199.99
465,1852,6,2021-03-10,3,149.99,449.97
466,2875,7,2021-12-17,1,89.99,89.99
467,731,7,2021-11-20,2,89.99,179.98
468,3101,3,2021-12-30,1,179.99,179.99
469,3400,6,2021-10-01,3,149.99,449.97
470,3629,6,2021-12-16,2,149.99,299.98
471,1452,7,2020-04-20,3,89.99,269.96999999999997
472,2622,5,2020-04-06,3,249.99,749.97
473,3124,6,2023-02-09,1,149.99,149.99
474,312,3,2022-02-27,3,179.99,539.97
475,782,1,2021-11-08,1,129.99,129.99
476,799,4,2020-11-03,2,39.99,79.98
477,148,6,2020-12-08,1,149.99,149.99
478,1772,7,2022-08-02,3,89.99,269.96999999999997
479,1102,1,2020-11-27,3,129.99,389.97
480,2307,3,2020-10-04,2,179.99,359.98
481,2470,2,2021-01-07,1,199.99,199.99
482,3412,4,2023-03-04,3,39.99,119.97
484,3809,1,2022-07-16,3,129.99,389.97
485,966,8,2020-10-15,3,99.99,299.96999999999997
486,2939,8,2020-10-05,2,99.99,199.98
487,2900,5,2022-09-20,1,249.99,249.99
488,196,5,2021-02-25,1,249.99,249.99
489,2308,6,2022-05-23,1,149.99,149.99
490,2777,6,2022-01-06,1,149.99,149.99
491,3391,8,2022-07-14,2,99.99,199.98
492,35,2,2020-12-13,3,199.99,599.97
493,2405,4,2022-04-17,2,39.99,79.98
494,403,7,2022-08-12,2,89.99,179.98
495,2367,2,2021-05-12,2,199.99,399.98
496,237,2,2022-02-14,2,199.99,399.98
497,3964,8,2020-10-25,3,99.99,299.96999999999997
498,1729,4,2022-01-23,2,39.99,79.98
499,2780,7,2021-05-12,1,89.99,89.99
500,934,3,2021-03-01,3,179.99,539.97
501,3968,4,2022-10-18,2,39.99,79.98
502,460,3,2021-02-14,3,179.99,539.97
503,2582,5,2021-02-01,2,249.99,499.98
504,3844,6,2020-04-18,2,149.99,299.98
505,554,7,2021-07-10,2,89.99,179.98
506,3411,3,2021-10-12,3,179.99,539.97
508,1062,4,2022-09-28,1,39.99,39.99
509,2374,8,2022-01-30,1,99.99,99.99
510,2375,3,2022-09-03,1,179.99,179.99
511,3655,7,2020-12-15,2,89.99,179.98
512,890,8,2023-01-24,3,99.99,299.96999999999997
513,1954,1,2020-05-27,2,129.99,259.98
514,2215,3,2021-12-16,1,179.99,179.99
515,2486,3,2021-12-14,3,179.99,539.97
516,3876,7,2023-01-21,2,89.99,179.98
517,1877,7,2021-12-08,3,89.99,269.96999999999997
518,1555,4,2020-05-21,3,39.99,119.97
519,2261,6,2021-05-30,2,149.99,299.98
520,1516,2,2022-07-23,3,199.99,599.97
521,953,1,2021-09-30,1,129.99,129.99
522,372,6,2021-03-26,2,149.99,299.98
524,2941,7,2021-01-08,2,89.99,179.98
525,2919,8,2021-02-09,3,99.99,299.96999999999997
526,2157,3,2021-04-28,3,179.99,539.97
528,3056,2,2021-05-17,1,199.99,199.99
529,3008,1,2021-02-14,3,129.99,389.97
530,3266,6,2021-09-11,3,149.99,449.97
531,1112,8,2022-06-19,2,99.99,199.98
532,2015,6,2021-06-05,2,149.99,299.98
533,1294,3,2022-09-16,3,179.99,539.97
534,290,5,2022-08-22,1,249.99,249.99
537,795,7,2022-06-19,2,89.99,179.98
538,3204,6,2023-01-17,2,149.99,299.98
539,2740,3,2021-07-25,1,179.99,179.99
540,145,1,2022-02-02,3,129.99,389.97
541,2726,4,2021-09-29,2,39.99,79.98
543,833,6,2020-11-26,1,149.99,149.99
544,3467,6,2021-05-12,2,149.99,299.98
545,2579,3,2021-01-07,1,179.99,179.99
546,1681,5,2020-10-01,2,249.99,499.98
547,229,8,2020-05-16,2,99.99,199.98
548,3491,3,2021-11-25,2,179.99,359.98
549,2170,5,2021-04-01,3,249.99,749.97
550,2182,2,2022-03-28,1,199.99,199.99
551,1288,5,2022-08-14,1,249.99,249.99
552,3399,2,2023-02-24,1,199.99,199.99
554,938,1,2022-04-07,3,129.99,389.97
556,3907,1,2021-07-21,2,129.99,259.98
557,3705,4,2022-08-17,2,39.99,79.98
558,2737,7,2021-03-17,3,89.99,269.96999999999997
559,230,8,2021-11-06,3,99.99,299.96999999999997
560,621,3,2021-04-28,2,179.99,359.98
562,2996,2,2022-07-01,2,199.99,399.98
563,3305,7,2020-08-26,2,89.99,179.98
566,2257,4,2021-12-30,3,39.99,119.97
567,1614,2,2021-09-08,2,199.99,399.98
568,1226,3,2022-09-18,3,179.99,539.97
569,992,6,2021-09-26,2,149.99,299.98
570,2441,8,2021-10-14,3,99.99,299.96999999999997
571,2311,2,2022-08-07,3,199.99,599.97
572,337,6,2022-11-28,1,149.99,149.99
573,1333,6,2021-10-31,1,149.99,149.99
574,2561,1,2022-09-07,3,129.99,389.97
575,3569,1,2021-05-06,1,129.99,129.99
576,499,3,2020-12-16,3,179.99,539.97
578,2993,5,2022-11-24,2,249.99,499.98
579,2095,3,2021-04-19,3,179.99,539.97
580,1715,8,2022-05-17,2,99.99,199.98
581,2368,3,2022-09-09,1,179.99,179.99
582,292,2,2021-02-01,3,199.99,599.97
584,1499,8,2021-02-19,3,99.99,299.96999999999997
585,158,4,2021-12-29,3,39.99,119.97
586,2612,3,2021-01-26,1,179.99,179.99
587,2966,7,2023-03-07,3,89.99,269.96999999999997
588,2417,7,2021-12-03,3,89.99,269.96999999999997
589,1736,4,2021-09-05,3,39.99,119.97
590,2833,6,2022-09-13,2,149.99,299.98
591,1,3,2022-05-12,2,179.99,359.98
592,488,4,2021-01-01,2,39.99,79.98
593,2981,8,2022-04-30,2,99.99,199.98
594,1177,7,2021-12-12,3,89.99,269.96999999999997
595,2198,6,2022-03-18,3,149.99,449.97
596,1381,8,2022-01-25,2,99.99,199.98
597,275,2,2022-06-17,1,199.99,199.99
598,381,2,2022-05-05,2,199.99,399.98
599,1388,7,2022-04-10,2,89.99,179.98
600,3840,6,2022-04-29,1,149.99,149.99
601,3419,7,2021-10-21,1,89.99,89.99
602,2279,3,2022-08-31,2,179.99,359.98
603,3985,6,2021-02-20,3,149.99,449.97
604,3624,2,2021-10-13,2,199.99,399.98
605,3520,7,2022-08-17,3,89.99,269.96999999999997
606,1662,3,2022-01-21,2,179.99,359.98
608,534,4,2021-02-19,1,39.99,39.99
609,122,5,2021-07-24,2,249.99,499.98
610,668,4,2020-08-17,2,39.99,79.98
611,2233,6,2022-04-25,2,149.99,299.98
612,3788,6,2021-05-04,2,149.99,299.98
613,3418,7,2022-10-13,2,89.99,179.98
614,2022,5,2020-07-23,1,249.99,249.99
615,1589,4,2022-09-26,2,39.99,79.98
616,700,1,2021-09-20,2,129.99,259.98
617,3079,8,2021-03-08,2,99.99,199.98
618,3900,4,2022-08-11,3,39.99,119.97
619,2430,3,2020-05-07,3,179.99,539.97
620,3498,2,2022-07-30,3,199.99,599.97
621,2750,6,2023-01-09,1,149.99,149.99
622,2353,1,2022-07-25,3,129.99,389.97
623,1488,1,2021-07-07,2,129.99,259.98
624,2164,2,2021-01-04,3,199.99,599.97
625,283,6,2022-02-01,2,149.99,299.98
626,2799,2,2022-05-04,3,199.99,599.97
627,906,1,2020-10-20,3,129.99,389.97
628,3520,4,2021-01-24,2,39.99,79.98
629,3696,4,2021-02-06,1,39.99,39.99
630,1916,7,2022-11-01,3,89.99,269.96999999999997
631,271,3,2022-10-30,2,179.99,359.98
634,778,2,2022-05-02,3,199.99,599.97
635,611,7,2021-12-22,2,89.99,179.98
636,424,1,2020-09-26,1,129.99,129.99
637,1610,1,2021-10-17,1,129.99,129.99
638,655,4,2020-05-13,1,39.99,39.99
641,2655,2,2020-07-26,1,199.99,199.99
642,3910,7,2020-08-06,1,89.99,89.99
643,1817,3,2021-03-14,1,179.99,179.99
646,2359,1,2021-09-02,2,129.99,259.98
647,2882,5,2021-07-23,2,249.99,499.98
648,1333,4,2022-06-26,1,39.99,39.99
650,1366,7,2021-07-23,2,89.99,179.98
651,1777,7,2021-06-14,1,89.99,89.99
652,1347,4,2021-01-10,2,39.99,79.98
653,2831,5,2021-02-03,2,249.99,499.98
